ID,브랜드명,팝업스토어명,카테고리,세부카테고리,시작일,종료일,운영일수,위치,구역,원산지(원본),원산지(정제),콜라보,설명,연도,출처
2450,이악크래프트,이악크래프트 팝업,라이프스타일,,2026-05-01,2026-05-15,,서울 성동구 연무장길 81,,한국,국내,,라이프스타일 브랜드 팝업,,['https://popga.co.kr']
2451,마하그리드,마하그리드 X 진격의 거인 팝업,패션,,2026-05-01,2026-05-24,,서울 성동구 성수이로 74,,한국,국내,,진격의 거인 콜라보 패션 팝업,,['https://popga.co.kr']
2452,아디다스,아디다스 오리지널스 팝업스토어,패션/스포츠,,2025-05-20,2025-05-31,,서울 성동구 뚝섬로 407,,독일,독일,,"아디다스 최신 컬렉션, 한정판 제품, 다양한 할인 혜택",2025,['https://earscoming.tistory.com']
2453,오리온,오레오 111주년 팝업,F&B,,2025-05-18,2025-06-18,,서울 성동구 성수이로18길 6-1,,미국,미국,,"오레오 111주년 기념, 미니게임과 한정판 굿즈 체험",2025,['https://flying-people0101.tistory.com']
2454,춘식이,춘식이의 성수 나들이,애니/캐릭터,,2026-04-01,2026-04-30,,서울 성동구 연무장길 65,,한국,국내,,카카오프렌즈 춘식이 캐릭터 팝업,,['https://ksm-wave2.tistory.com']
2455,디올,디올 성수 팝업,뷰티/라이프스타일,,2025-06-01,2025-07-15,,서울 성동구 성수동 한옥 스타일 단독 공간,,프랑스,프랑스,,"디올 앱 예약제, 거울방, 향 체험존, 디올 라이프스타일 전시",2025,['https://blog.naver.com/ddowassoyo']
2456,ZER01NE,2025 ZERO1NE DAY,전시/테크,,2025-09-17,2025-09-21,,서울 성동구 성수일로6길 10 현대 성수 복합거점,,한국,국내,,"예술가, 스타트업, 현대자동차그룹 협업 프로젝트 결과 전시",2025,['https://blog.naver.com/farbemaria']
2457,크리에이티브 X 성수,2025 크리에이티브 X 성수 페스티벌,축제/문화,,2025-09-15,2025-09-21,,성수동 전역,,한국,국내,,"성수동 전역 13개 프로그램, CT페어, 컨퍼런스, 공연, 게임, 아트마켓, 패션, 뷰티",2025,['https://blog.naver.com/farbemaria']
2458,온유,온유 팝업 - TOUGH LOVE,K-POP/엔터테인먼트,,2026-03-08,2026-03-15,,서울 성동구 왕십리로 104 영화104,,한국,국내,,"아티스트 온유 감성 팝업, 포토존, 메시지존, 이벤트 존, 미니 5집 무드 체험",,['https://popga.co.kr']
2459,29CM,29CM 이불 팝업 - 29 NOOP HOUSE,라이프스타일/홈,,2026-03-05,2026-03-08,,서울 성동구 아차산로11가길 6 어브 스튜디오,,한국,국내,,"침구 브랜드 한자리 모음, 직접 누워보고 체험",,['https://popga.co.kr']
2460,두산베어스 X 스너글,두산베어스 X 스너글 팝업 - 베어스랜드,스포츠/라이프스타일,,2026-03-10,2026-03-27,,서울 성동구 성수이로 74 성수동 팝업 특설 행사장,,한국,국내,,"야구팬 타겟, 귀여운 마스코트와 스너글 콜라보, 굿즈 쇼핑, 메시지월",,['https://popga.co.kr']
2461,끌리메,끌리메 뷰티 팝업,뷰티,,2026-02-25,2026-03-08,,서울 성동구 연무장길 81 무신사 뷰티 스페이스 1,,한국,국내,,"페이스 트레이닝 체험, 100% 럭키드로우 참여권, 코어셋 브이 리프트 마스크팩 증정",,['https://popga.co.kr']
2462,마피아42,마피아42 팝업스토어,게임/엔터테인먼트,,2026-02-25,2026-03-02,,서울 성동구 연무장길 73 성수동 XYZ SEOUL,,한국,국내,,"게임 속 긴장감 체험존, 한정판 굿즈, 현장예약 가능",,['https://popga.co.kr']
2463,올리브베러,올리브베러 NEW 웰니스 라운지,뷰티/웰니스,,2026-02-12,2026-03-09,,서울 성동구 연무장7길 13 올리브영N 성수 1층,,한국,국내,,"올리브영 웰니스 큐레이션 브랜드, 명상과 건강한 시음 이벤트, UV통밀 토스트 키링 증정",,['https://popga.co.kr']
2464,삼성전자,갤럭시 S25 체험존,테크,,2025-02-01,2025-02-28,,서울 성동구 성수이로7길 24,,한국,국내,,"갤럭시 S25 신제품 체험, AI 기능 체험존",2025,['https://popga.co.kr']
2465,가나디,천사 vs 악마 가나디,애니/캐릭터,,2025-12-03,2025-12-29,,서울 성동구 성수이로 77 라인프렌즈 스퀘어,,한국,국내,,"12/3 오픈 신상, 키링 맛집",2025,['https://pouranything.tistory.com']
2466,스토커즈,스토커즈 기부 바자회 플리마켓,패션/플리마켓,,2025-12-06,2025-12-06,,서울 성동구 연무장19길 4 성수 태스 쇼룸,,한국,국내,,패션 유튜버 크리에이터 중고·리유즈 패션 기부 바자회,2025,['https://pouranything.tistory.com']
2467,문경재미난장,문경재미난장 팝업,F&B/라이프스타일,,2025-12-05,2025-12-07,,서울 성동구 연무장길 17 스토리칸 1층,,한국,국내,,"문경 청년 로컬 브랜드, 디저트·가공식품·공예·리빙, 문경새재 콘셉트",2025,['https://pouranything.tistory.com']
2468,봉화사과,봉화사과 팝업,F&B,,2025-12-06,2025-12-07,,서울 성동구 연무장길 99,,한국,국내,,경북 봉화 제철 사과와 가공 제품 시식·구매,2025,['https://pouranything.tistory.com']
2469,올리브영N,올리브영N 성수,뷰티/복합공간,,상시운영,상시운영,,서울 성동구 연무장7길 13,,한국,국내,,"성수 뷰티 상권 중심, 팝업특화 매장, 트렌드팟 바이 올리브영 성수",,"['https://www.sweetspot.co.kr', 'https://blog.naver.com']"
2470,무신사,무신사 스토어 성수 대림창고,패션/복합공간,,상시운영,상시운영,,서울 성동구 성수이로 74,,한국,국내,,"국내 최대 온라인 패션 플랫폼 오프라인 공간, 50여 브랜드 입점, 팝업특화 매장, 인피니티 스니커 월",,"['https://korean.visitseoul.net', 'https://triple.guide', 'https://blog.naver.com']"
2471,LCDC,LCDC 성수,라이프스타일/복합공간,,상시운영,상시운영,,서울 성동구 연무장17길 10,,한국,국내,,"복합문화공간, 다양한 브랜드 입점, 소품샵, 감성 카페",,"['https://www.sweetspot.co.kr', 'https://blog.naver.com']"
2472,배틀그라운드(펍지),배틀그라운드 성수 팝업스토어,게임/엔터테인먼트,,,,,성수동,,한국,국내,,"성수동 팝업의 성지에서 배틀그라운드(펍지), 팁티크, 루스 팝업스토어 방문 브이로그. 성수동 카페 투어 포함.",,https://www.youtube.com/watch?v=VehcAST5WJI
2473,라인프렌즈,라인프렌즈 월드,캐릭터/라이프스타일,,,,,성수동,,일본,일본,,"11월 성수동 팝업스토어 6개 투어 - 라인프렌즈월드, 레어로우하우스, 파이롯트오피스, 문보장, 아모레성수 위자드세숑, 활명수1897 방문",,https://www.youtube.com/watch?v=2kdAC-dgS3s
2474,레어로우,레어로우 하우스,패션/의류,,,,,성수동,,한국,국내,,성수동 레어로우 하우스 팝업스토어 방문. 패션 브랜드 레어로우의 팝업 공간 투어.,,https://www.youtube.com/watch?v=2kdAC-dgS3s
2475,파이롯트,파이롯트 오피스 (소중한 말들 모음 사무소),문구/스테셔너리,,,,,성수동,,일본,일본,,파이롯트 오피스 팝업스토어 - 소중한 말들 모음 사무소 컨셉의 문구 브랜드 팝업,,https://www.youtube.com/watch?v=2kdAC-dgS3s
2476,문보장,문구볼보창고 문보장,문구/소품,,,,,성수동,,한국,국내,,문구볼보창고 문보장 팝업스토어 - 문구류와 소품을 판매하는 성수동 팝업,,https://www.youtube.com/watch?v=2kdAC-dgS3s
2477,아모레퍼시픽,할로윈 마법사 세숑 팝업스토어 (아모레 성수),뷰티/화장품,,,,,성수동,,한국,국내,,아모레 성수에서 진행된 할로윈 마법사 세숑 팝업스토어 - 뷰티 제품과 할로윈 컨셉 체험존,,https://www.youtube.com/watch?v=2kdAC-dgS3s
2478,활명수,활명수1897 팝업스토어,약품/헬스케어,,,,,성수동,,한국,국내,,성수동 활명수1897 팝업스토어 - 대한민국 대표 소화제 브랜드의 팝업 공간,,https://www.youtube.com/watch?v=2kdAC-dgS3s
2479,다양한 브랜드,성수동 팝업스토어 종합,종합/리뷰,,,,,성수동,,,불명,,토요일 핫플 성수동 리뷰 / 동네 자체가 놀이터인 곳 / 더욱더 강력해진 팝업스토어 / 성수 토요일에 가면 생기는 일,,https://www.youtube.com/hashtag/성수동팝업스토어
2480,코카콜라,코카콜라 팝업스토어 크리스마스파티,F&B/음료,,,,,도어투성수,,미국,미국,,코카콜라 팝업스토어 크리스마스파티. 도어투성수에서 진행된 코카콜라 테마 팝업. 폴리베어 포함.,,https://www.youtube.com/hashtag/성수동팝업스토어
2481,센텔라모어,센텔라모어 성수 팝업스토어,뷰티/스킨케어,,,,,성수동,,한국,국내,,센텔라모어 성수 팝업스토어 방문 후기. 뷰티 브랜드 센텔라모어와 세레치피 관련 콘텐츠.,,https://www.youtube.com/hashtag/성수동팝업스토어
2482,오르시떼/이브니에,오르시떼 성수 팝업스토어,패션/잠옷,,,,,성수동,,한국,국내,,최대 85% 할인 오르시떼 성수 팝업스토어. 잠옷 브랜드 오르시떼와 이브니에의 할인 팝업.,,https://www.youtube.com/hashtag/성수동팝업스토어
2483,버버리,Burberry Seongsu Rose in Seoul,패션/명품,,,,,성수동,,영국,영국,,버버리 성수 팝업스토어 - Burberry Seongsu Rose in Seoul. 성수동을 본빛으로 물든 명품 팝업.,,https://www.youtube.com/hashtag/성수동팝업스토어
2484,미지엄,미지엄팝업 쓱닷컴 팝업스토어,패션/쇼핑,,,,,성수동,,한국,국내,,성수팝업스토어 미지엄팝업 쓱닷컴 팝업스토어 - 완전 혜자 팝업으로 남은 유명 팝업스토어.,,https://www.youtube.com/hashtag/성수동팝업스토어
2485,딥디크,성수동 딥디크 팝업,향수/뷰티,,,,,성수동,,프랑스,프랑스,,성수동 딥디크 팝업스토어 - 프랑스 명품 향수 브랜드 딥디크의 성수 팝업.,,https://www.youtube.com/hashtag/성수동팝업스토어
2486,다양한 브랜드,성수 팝업스토어 데이트코스,종합/데이트,,,,,성수동,,,불명,,데이트하기 좋은 성수 팝업스토어 추집. 성수동에서 즐길 수 있는 다양한 팝업스토어 소개.,,https://www.youtube.com/hashtag/성수동팝업스토어
2487,Milk Touch,Milk Touch 첫 팝업스토어,뷰티/메이크업,,,,,성수동,,한국,국내,,Milk Touch 첫 팝업스토어 - 메이크업 및 뷰티 제품 브랜드 밀크터치의 성수 팝업.,,https://www.youtube.com/hashtag/성수동팝업스토어
2488,나이키,SNKRS 성수 팝업스토어,패션/스포츠,,,,,성수동,,미국,미국,,세상 힙한 성수동 SNKRS 나이키 팝업스토어 - 나이키 스니커즈와 패션 아이템 전시/판매.,,https://www.youtube.com/hashtag/성수동팝업스토어
2489,성수동 장인,성수동 팝업스토어 관련,사회/이슈,,,,,성수동,,한국,국내,,성수동 팝업스토어 때문에 쫓겨나는 성수동 장인들 - 팝업스토어 증가에 따른 상권 변화 이슈.,,https://www.youtube.com/hashtag/성수동팝업스토어
2490,새로(하이트진로),새로 팝업스토어,F&B/주류,,,,,성수동,,한국,국내,,새로 구미 1주년 생일파티 팝업스토어 - 한복 입고 참석한 새로 소주 팝업 이벤트.,,https://www.youtube.com/hashtag/성수동팝업스토어
2491,에스트라,에스트라 팝업스토어,뷰티/스킨케어,,,,,성수동,,한국,국내,,에스트라 팝업 스토어 - 더마 화장품 브랜드 에스트라의 성수 팝업.,,https://www.youtube.com/hashtag/성수동팝업스토어
2492,올리브영,올리브영N성수 서울메이크업마켓,뷰티/화장품,,,,,성수동,,한국,국내,,올리브영N성수 서울메이크업마켓 - 성수동 올리브영 플래그십 스토어에서 진행된 대규모 뷰티 팝업. 다양한 화장품 브랜드 체험존.,,https://www.youtube.com/hashtag/성수동팝업스토어
2493,샤넬,샤넬 루쥬 알뤼르 팝업,뷰티/명품,,2024-04-29,2024-05-26,,성수동,,프랑스,프랑스,,성수동 샤넬 팝업스토어 리뷰. 샤넬 루쥬 알뤼르 팝업은 시네마 째즈클륩 나이트스토어 컨셉으로 운영. 핑크색 미러볼 포토존이 인상적.,2024,https://www.youtube.com/watch?v=bULNFAVcz5s
2494,다양한 브랜드,2026년 2월 성수동 베스트 팝업 5곳,종합/가이드,,2026-02,,,성수동,,,불명,,2026년 2월 성수동 베스트 팝업 5곳 소개 - 성수동에서 진행중인 핫한 팝업스토어 총정리 영상.,,https://www.youtube.com/hashtag/성수팝업스토어
2495,다양한 브랜드,2026년 3월 성수 팝업스토어 베스트 7곳,종합/가이드,,2026-03,,,성수동,,,불명,,2026년 3월 성수 팝업스토어 베스트 7곳 살펴기 - 성수동 팝업 총정리 가이드 영상.,,https://www.youtube.com/hashtag/성수팝업스토어
2496,산리오/빤쮸토끼/케데헌/팝마트,성수 팝업스토어 혼자 뿌시고 다닌 브이로그,캐릭터/굿즈,,,,,성수동,,일본/한국,일본/한국,,"성수 팝업스토어 혼자 뿌시고 다닌 브이로그 - 산리오, 빤쮸토끼, 케데헌, 팝마트x올리브영 등 다양한 캐릭터 팝업 방문.",,https://www.youtube.com/hashtag/성수팝업스토어
2497,다양한 브랜드,12월 놓쳐선 안 될 성수 팝업스토어,종합/가이드,,,,,성수동,,,불명,,12월 놓쳐선 안 될 성수 팝업스토어 - Best December Seongsu Pop-ups 영상.,,https://www.youtube.com/hashtag/성수팝업스토어
2498,다양한 브랜드,성수 팝업스토어 취향저격,종합/리뷰,,,,,성수동,,,불명,,성수 왔다가 취향저격 당함 - 성수동 팝업스토어 방문 후기. 클로버 더빙.,,https://www.youtube.com/hashtag/성수동팝업스토어
2499,산리오/젤리캣/팝마트,성수 팝업 브이로그,캐릭터/소품샵,,,,,성수동,,일본/한국,일본/한국,,"성수 팝업 싹 다 도는 브이로그 - 산리오, 젤리캣, 팝마트, 소품샵 투어. 성수동 팝업의 성지에서 다양한 팝업 방문.",,https://www.youtube.com/hashtag/성수팝업
2500,다양한 브랜드,하루에 성수 팝업 몇 개까지 가능할까,종합/챌린지,,,,,성수동,,,불명,,하루에 성수 팝업 몇 개까지 가능할까 - 성수동에서 하루에 최대한 많은 팝업 방문하기 챌린지.,,https://www.youtube.com/hashtag/성수팝업
2501,다양한 브랜드,하루에 성수 팝업 몇 개까지 가능할까 2025,종합/챌린지,,,,,성수동,,,불명,,하루에 성수 팝업 몇 개까지 가능할까 2025년 ver. - 성수동 팝업 방문 챌린지 2025년 업데이트 버전.,,https://www.youtube.com/hashtag/성수팝업
2502,매드피치,매드피치 성수 팝업스토어,뷰티/메이크업,,,,,성수동,,한국,국내,,매드피치 성수 팝업스토어 - 스쿱 이벤트로 인기를 끈 매드피치 화장품 브랜드 팝업.,,https://www.youtube.com/hashtag/성수팝업
2503,터치인솔,터치인솔 성수 팝업스토어,뷰티/스킨케어,,,,,성수동,,한국,국내,,터치인솔 성수 팝업 - 화장품 한가득 받을 수 있는 뷰티 팝업스토어. 성수동 뷰티 팝업.,,https://www.youtube.com/hashtag/성수팝업
2504,르팡,르팡 크루아상/바게트 챔피언십,F&B/베이커리,,,,,성수동,,한국,국내,,르팡 성수 팝업스토어 - 바게트 크루아상 챔피언십. 빵지순례로 인기있는 성수 팝업.,,https://www.youtube.com/hashtag/성수팝업
2505,다양한 브랜드,12월 성수 팝업 모음집,종합/가이드,,,,,성수동,,,불명,,놓치면 안될 12월 성수 팝업 모음집 - 12월에 방문할 수 있는 성수 팝업스토어 총정리.,,https://www.youtube.com/hashtag/성수팝업
2506,다양한 브랜드,4월 18일 기준 성수 팝업 총정리,종합/가이드,,,,,성수동,,,불명,,4월 18일 기준 성수 팝업 총정리 - 성수가볼만한곳과 팝업스토어를 한번에 정리.,,https://www.youtube.com/hashtag/성수팝업
2507,다양한 브랜드,5월 성수 팝업 추천,종합/가이드,,,,,성수동,,,불명,,5월 느좋 성수 팝업 추천 - 성수동 데이트코스로 추천하는 팝업스토어.,,https://www.youtube.com/hashtag/성수팝업
2508,에스파,에스파 Armageddon 팝업스토어,엔터테인먼트/K-pop,,,,,성수동,,한국,국내,,성수 에스파 Armageddon 팝업스토어 - 에스파 컨셉의 K-pop 굿즈 팝업.,,https://www.youtube.com/hashtag/성수팝업
2509,젠틀몬스터,젠틀몬스터 성수 팝업,패션/액세서리,,,,,성수동,,한국,국내,,젠틀몬스터 성수 팝업 - 글로벌 아이웨어 브랜드 젠틀몬스터의 성수 팝업스토어.,,https://www.youtube.com/hashtag/성수팝업
2510,짐빔,짐빔 팝업스토어/짐빔 괴식당,F&B/주류,,,,,성수동,,미국,미국,,마라탕 하이볼 감당가능? 짐빔 괴식당 - 성수 팝업에서 마라탕 하이볼 체험. 성수 맛집과 팝업의 결합.,,https://www.youtube.com/hashtag/성수팝업
2511,네이밍,네이밍 팝업스토어,뷰티/메이크업,,,,,성수동,,한국,국내,,EXPLORE YOUR TYPE 네이밍 팝업스토어 - 성수동 뷰티 핫플 네이밍 메이크업 브랜드 팝업.,,https://www.youtube.com/hashtag/성수팝업
2512,서이브,서이브 성수 팝업,엔터테인먼트,,,,,성수동,,한국,국내,,서이브 성수 팝업 - 인플루언서 서이브의 성수 팝업스토어. 굿즈와 이벤트 진행.,,https://www.youtube.com/hashtag/성수팝업
2513,N2night,N2night 성수 팝업,F&B/디저트,,,6/4,,성수동,,한국,국내,,~6/4 디저트 물론으로 주는 성수 팝업 - N2night 팝업스토어에서 물론 디저트 증정 이벤트.,,https://www.youtube.com/hashtag/성수팝업
2514,뿅뿅 지구오락실,지락실 팝업스토어,엔터테인먼트,,,,,성수동,,한국,국내,,현재 난리난 성수 팝업 뿅뿅 지구오락실 팝업 보고가실게요 - TVN 예능 지구오락실 팝업스토어.,,https://www.youtube.com/hashtag/성수팝업스토어
